#,Timestamp,Frame_Number,X_pix,Y_pix,MM,EV1.1,EV1.1_Track_Length_pix,EV1.2,EV1.2_Track_Length_pix
1,0.033333,1,176.89,380.37,26,0,0.00,0,0.00
2,0.066666,2,176.79,380.18,14,0,0.00,0,0.00
3,0.099999,3,176.79,380.18,11,0,0.00,0,0.00
4,0.133332,4,176.92,379.79,13,0,0.00,0,0.00
5,0.166665,5,176.94,379.54,10,0,0.00,0,0.00
6,0.199998,6,176.94,379.54,6,0,0.00,0,0.00
7,0.233331,7,176.88,379.18,13,0,0.00,0,0.00
8,0.266664,8,176.88,379.18,9,0,0.00,0,0.00
9,0.299997,9,176.88,379.18,12,0,0.00,0,0.00
10,0.333330,10,176.66,378.96,10,0,0.00,0,0.00
11,0.366663,11,176.66,378.96,12,0,0.00,0,0.00
12,0.399996,12,176.88,378.73,14,0,0.00,0,0.00
13,0.433329,13,176.88,378.73,7,1,1.87,0,0.00
14,0.466662,14,176.88,378.73,10,1,1.87,0,0.00
15,0.499995,15,176.86,378.51,9,1,2.10,0,0.00
16,0.533328,16,176.86,378.51,8,1,2.10,0,0.00
17,0.566661,17,176.86,378.51,9,1,2.10,0,0.00
18,0.599994,18,176.86,378.51,6,1,2.10,0,0.00
19,0.633327,19,176.86,378.51,11,1,2.10,0,0.00
20,0.666660,20,177.04,378.34,8,1,2.34,0,0.00
21,0.699993,21,177.04,378.34,9,1,2.34,0,0.00
22,0.733326,22,177.04,378.34,12,1,2.34,0,0.00
23,0.766659,23,177.04,378.34,24,1,2.34,0,0.00
24,0.799992,24,177.17,379.50,48,1,3.50,0,0.00
25,0.833325,25,177.09,380.49,43,1,4.50,0,0.00
26,0.866658,26,176.83,380.52,43,1,4.76,0,0.00
27,0.899991,27,176.96,380.15,27,1,5.15,0,0.00
28,0.933324,28,177.53,379.98,38,1,5.75,0,0.00
29,0.966657,29,177.50,379.47,31,1,6.25,0,0.00
30,0.999990,30,177.50,379.47,16,1,6.25,0,0.00
31,1.033323,31,177.35,379.21,20,1,6.55,0,0.00
32,1.066656,32,177.35,379.21,8,1,6.55,0,0.00
33,1.099989,33,177.35,379.21,11,1,6.55,0,0.00
34,1.133322,34,177.35,379.21,10,1,6.55,0,0.00
35,1.166655,35,177.72,378.85,24,1,7.07,0,0.00
36,1.199988,36,177.74,378.44,18,1,7.48,0,0.00
37,1.233321,37,177.72,378.02,23,1,7.91,0,0.00
38,1.266654,38,177.44,377.50,26,1,8.49,0,0.00
39,1.299987,39,177.27,377.23,17,1,8.81,0,0.00
40,1.333320,40,177.36,376.96,13,1,9.09,0,0.00
41,1.366653,41,177.27,377.14,14,1,9.29,0,0.00
42,1.399986,42,177.59,378.03,41,1,10.24,0,0.00
43,1.433319,43,177.84,379.25,55,1,11.49,0,0.00
44,1.466652,44,177.73,379.42,36,1,11.69,0,0.00
45,1.499985,45,177.72,379.06,37,1,12.05,0,0.00
46,1.533318,46,178.14,378.19,49,1,13.02,0,0.00
47,1.566651,47,178.35,377.32,39,1,13.91,0,0.00
48,1.599984,48,178.43,376.74,29,1,14.50,0,0.00
49,1.633317,49,178.23,376.53,17,1,14.79,0,0.00
50,1.666650,50,178.37,376.84,29,1,15.13,0,0.00
51,1.699983,51,178.81,377.07,31,1,15.63,0,0.00
52,1.733316,52,178.63,376.30,37,1,16.43,0,0.00
53,1.766649,53,178.69,375.80,41,1,16.92,0,0.00
54,1.799982,54,178.74,375.44,27,1,17.29,0,0.00
55,1.833315,55,178.40,375.44,23,1,17.63,0,0.00
56,1.866648,56,178.20,375.78,32,1,18.02,0,0.00
57,1.899981,57,178.20,375.78,51,1,18.02,0,0.00
58,1.933314,58,177.92,376.10,54,1,18.45,0,0.00
59,1.966647,59,178.27,376.34,46,1,18.88,0,0.00
60,1.999980,60,178.61,375.90,53,1,19.44,0,0.00
61,2.033313,61,178.55,375.35,34,1,19.98,0,0.00
62,2.066646,62,178.12,374.81,41,1,20.67,0,0.00
63,2.099979,63,177.54,374.63,56,1,21.28,0,0.00
64,2.133312,64,176.98,374.93,60,1,21.91,0,0.00
65,2.166645,65,176.66,375.65,72,1,22.71,0,0.00
66,2.199978,66,175.96,376.31,76,1,23.67,0,0.00
67,2.233311,67,176.50,376.96,74,1,24.51,0,0.00
68,2.266644,68,177.46,377.23,68,1,25.51,0,0.00
69,2.299977,69,177.74,377.19,69,1,25.79,0,0.00
70,2.333310,70,177.93,377.05,74,1,26.03,0,0.00
71,2.366643,71,177.51,377.15,48,1,26.46,0,0.00
72,2.399976,72,177.11,377.17,41,1,26.86,0,0.00
73,2.433309,73,176.35,377.48,50,1,27.68,0,0.00
74,2.466642,74,176.05,377.62,33,1,28.02,0,0.00
75,2.499975,75,176.05,377.62,29,1,28.02,0,0.00
76,2.533308,76,175.67,377.62,36,1,28.39,0,0.00
77,2.566641,77,175.94,377.97,45,1,28.83,0,0.00
78,2.599974,78,176.23,378.03,22,1,29.12,0,0.00
79,2.633307,79,175.95,378.57,34,1,29.74,0,0.00
80,2.666640,80,175.91,378.91,19,1,30.08,0,0.00
81,2.699973,81,175.71,379.02,9,1,30.30,0,0.00
82,2.733306,82,175.71,379.02,17,1,30.30,0,0.00
83,2.766639,83,176.39,378.85,30,1,31.00,0,0.00
84,2.799972,84,176.62,378.63,24,1,31.31,0,0.00
85,2.833305,85,176.49,378.37,23,1,31.61,0,0.00
86,2.866638,86,176.25,378.16,19,1,31.92,0,0.00
87,2.899971,87,176.25,378.16,12,1,31.92,0,0.00
88,2.933304,88,176.45,378.04,16,1,32.16,0,0.00
89,2.966637,89,176.95,377.66,30,1,32.79,0,0.00
90,2.999970,90,176.95,377.66,28,1,32.79,0,0.00
91,3.033303,91,176.64,377.74,23,1,33.11,0,0.00
92,3.066636,92,175.86,377.83,38,1,33.89,0,0.00
93,3.099969,93,175.64,377.70,29,1,34.16,0,0.00
94,3.133302,94,175.64,377.70,14,1,34.16,0,0.00
95,3.166635,95,176.05,377.37,17,1,34.69,0,0.00
96,3.199968,96,176.24,377.13,21,1,34.99,0,0.00
97,3.233301,97,176.24,377.13,21,1,34.99,0,0.00
98,3.266634,98,176.10,377.32,13,1,35.23,0,0.00
99,3.299967,99,175.78,377.54,18,1,35.62,0,0.00
100,3.333300,100,175.54,377.76,16,1,35.95,0,0.00
101,3.366633,101,175.54,377.76,19,1,35.95,0,0.00
102,3.399966,102,176.17,377.80,29,1,36.58,0,0.00
103,3.433299,103,176.67,377.95,33,1,37.10,0,0.00
104,3.466632,104,176.61,377.74,17,1,37.32,0,0.00
105,3.499965,105,176.07,377.82,24,1,37.86,0,0.00
106,3.533298,106,176.07,377.82,17,1,37.86,0,0.00
107,3.566631,107,176.12,377.56,18,1,38.12,0,0.00
108,3.599964,108,176.40,377.50,14,1,38.40,0,0.00
109,3.633297,109,176.72,376.96,36,1,39.04,0,0.00
110,3.666630,110,176.72,376.96,22,1,39.04,0,0.00
111,3.699963,111,176.19,377.41,36,1,39.74,0,0.00
112,3.733296,112,175.16,377.23,58,1,40.78,0,0.00
113,3.766629,113,175.16,377.23,24,1,40.78,0,0.00
114,3.799962,114,174.84,377.40,33,1,41.15,0,0.00
115,3.833295,115,174.91,377.64,30,1,41.40,0,0.00
116,3.866628,116,175.14,377.83,22,1,41.70,0,0.00
117,3.899961,117,175.14,377.83,21,1,41.70,0,0.00
118,3.933294,118,175.18,378.12,20,1,41.99,0,0.00
119,3.966627,119,175.77,378.05,23,1,42.58,0,0.00
120,3.999960,120,175.88,377.68,24,1,42.96,0,0.00
121,4.033293,121,175.67,377.49,19,1,43.25,0,0.00
122,4.066626,122,175.41,377.36,15,1,43.55,0,0.00
123,4.099959,123,175.41,377.36,17,1,43.55,0,0.00
124,4.133292,124,175.41,377.36,18,1,43.55,0,0.00
125,4.166625,125,176.27,377.34,39,1,44.41,0,0.00
126,4.199958,126,176.51,377.10,36,1,44.74,0,0.00
127,4.233291,127,176.31,376.60,39,1,45.28,0,0.00
128,4.266624,128,175.69,376.25,46,1,45.99,0,0.00
129,4.299957,129,175.57,376.03,34,1,46.24,0,0.00
130,4.333290,130,175.13,375.72,26,1,46.78,0,0.00
131,4.366623,131,176.15,375.49,39,1,47.82,0,0.00
132,4.399956,132,177.15,375.21,40,1,48.86,0,0.00
133,4.433289,133,177.01,375.05,23,1,49.06,0,0.00
134,4.466622,134,176.35,374.87,32,1,49.75,0,0.00
135,4.499955,135,175.57,374.79,41,1,50.53,0,0.00
136,4.533288,136,175.32,375.21,56,1,51.02,0,0.00
137,4.566621,137,175.59,375.44,30,1,51.37,0,0.00
138,4.599954,138,175.99,375.47,39,1,51.77,0,0.00
139,4.633287,139,175.31,375.00,45,1,52.60,0,0.00
140,4.666620,140,174.86,374.56,32,1,53.23,0,0.00
141,4.699953,141,174.98,374.73,30,1,53.43,0,0.00
142,4.733286,142,174.73,374.79,24,1,53.68,0,0.00
143,4.766619,143,174.40,374.51,28,1,54.12,0,0.00
144,4.799952,144,174.57,374.24,28,1,54.44,0,0.00
145,4.833285,145,175.86,375.30,76,1,56.10,0,0.00
146,4.866618,146,176.91,376.12,59,1,57.44,0,0.00
147,4.899951,147,177.27,376.47,36,1,57.94,0,0.00
148,4.933284,148,176.34,376.27,50,1,58.89,0,0.00
149,4.966617,149,174.96,375.56,65,1,60.44,0,0.00
150,4.999950,150,173.89,375.02,58,1,61.64,0,0.00
151,5.033283,151,173.35,374.68,46,1,62.27,0,0.00
152,5.066616,152,174.06,375.20,67,1,63.15,0,0.00
153,5.099949,153,175.41,375.80,70,1,64.63,0,0.00
154,5.133282,154,176.33,376.10,46,1,65.59,0,0.00
155,5.166615,155,176.33,376.10,37,1,65.59,0,0.00
156,5.199948,156,175.76,375.80,43,1,66.23,0,0.00
157,5.233281,157,174.89,375.32,48,1,67.23,0,0.00
158,5.266614,158,174.59,374.88,32,1,67.76,0,0.00
159,5.299947,159,175.66,375.57,58,1,69.04,0,0.00
160,5.333280,160,176.65,375.92,53,1,70.08,0,0.00
161,5.366613,161,177.13,376.28,33,1,70.68,0,0.00
162,5.399946,162,177.10,376.61,34,1,71.01,0,0.00
163,5.433279,163,176.22,375.90,50,1,72.14,0,0.00
164,5.466612,164,175.09,375.17,54,1,73.49,0,0.00
165,5.499945,165,174.79,375.02,33,1,73.82,0,0.00
166,5.533278,166,175.57,375.68,62,1,74.83,0,0.00
167,5.566611,167,176.66,376.29,55,1,76.09,0,0.00
168,5.599944,168,177.34,376.87,39,1,76.98,0,0.00
169,5.633277,169,177.34,376.87,21,1,76.98,0,0.00
170,5.666610,170,176.93,376.77,45,1,77.41,0,0.00
171,5.699943,171,176.10,376.10,49,1,78.47,0,0.00
172,5.733276,172,175.35,375.55,47,1,79.41,0,0.00
173,5.766609,173,175.55,375.89,40,1,79.80,0,0.00
174,5.799942,174,176.59,376.88,65,1,81.24,0,0.00
175,5.833275,175,177.55,377.58,56,1,82.43,0,0.00
176,5.866608,176,177.99,378.19,44,1,83.18,0,0.00
177,5.899941,177,177.67,377.72,38,1,83.75,0,0.00
178,5.933274,178,176.96,377.10,45,1,84.70,0,0.00
179,5.966607,179,176.52,377.14,34,1,85.14,0,0.00
180,5.999940,180,176.52,377.14,32,1,85.14,0,0.00
181,6.033273,181,176.31,376.41,61,1,85.90,0,0.00
182,6.066606,182,176.15,376.02,33,1,86.33,0,0.00
183,6.099939,183,176.15,376.02,30,1,86.33,0,0.00
184,6.133272,184,176.21,375.82,20,1,86.53,0,0.00
185,6.166605,185,176.21,375.82,26,1,86.53,0,0.00
186,6.199938,186,176.42,376.00,14,1,86.80,0,0.00
187,6.233271,187,176.98,375.95,23,1,87.36,0,0.00
188,6.266604,188,176.42,376.60,41,1,88.21,0,0.00
189,6.299937,189,178.18,377.75,62,1,90.32,0,0.00
190,6.333270,190,178.11,378.44,52,1,91.01,0,0.00
191,6.366603,191,178.10,378.15,27,1,91.31,0,0.00
192,6.399936,192,178.38,377.15,42,1,92.34,0,0.00
193,6.433269,193,176.91,376.43,41,1,93.98,0,0.00
194,6.466602,194,176.38,376.18,41,1,94.56,0,0.00
195,6.499935,195,176.93,375.99,40,1,95.15,0,0.00
196,6.533268,196,176.93,375.99,31,1,95.15,0,0.00
197,6.566601,197,177.20,376.17,25,1,95.47,0,0.00
198,6.599934,198,177.15,376.54,37,1,95.84,0,0.00
199,6.633267,199,177.15,376.54,37,1,95.84,0,0.00
200,6.666600,200,176.31,375.65,42,1,97.07,0,0.00
201,6.699933,201,175.46,375.08,37,1,98.09,0,0.00
202,6.733266,202,175.88,375.03,20,1,98.51,0,0.00
203,6.766599,203,175.04,375.06,16,1,99.35,0,0.00
204,6.799932,204,175.04,375.06,12,1,99.35,0,0.00
205,6.833265,205,175.04,375.06,17,1,99.35,0,0.00
206,6.866598,206,174.78,374.83,31,1,99.69,0,0.00
207,6.899931,207,174.70,374.54,33,1,99.99,0,0.00
208,6.933264,208,174.28,374.52,29,1,100.40,0,0.00
209,6.966597,209,173.77,374.89,49,1,101.03,0,0.00
210,6.999930,210,174.42,375.29,60,1,101.79,0,0.00
211,7.033263,211,174.75,375.79,42,1,102.39,0,0.00
212,7.066596,212,175.47,376.71,49,1,103.56,0,0.00
213,7.099929,213,176.07,377.24,48,1,104.36,0,0.00
214,7.133262,214,175.28,377.51,17,1,105.20,0,0.00
215,7.166595,215,176.30,377.58,20,1,106.21,0,0.00
216,7.199928,216,174.88,377.08,40,1,107.72,0,0.00
217,7.233261,217,174.47,376.61,38,1,108.35,0,0.00
218,7.266594,218,174.04,376.50,43,1,108.79,0,0.00
219,7.299927,219,174.12,377.08,42,1,109.37,0,0.00
220,7.333260,220,175.86,377.91,61,1,111.30,0,0.00
221,7.366593,221,176.57,378.25,53,1,112.09,0,0.00
222,7.399926,222,176.90,378.42,36,1,112.46,0,0.00
223,7.433259,223,175.51,377.74,39,1,114.01,0,0.00
224,7.466592,224,175.84,376.57,57,1,115.22,0,0.00
225,7.499925,225,175.11,375.71,60,1,116.35,0,0.00
226,7.533258,226,174.25,375.17,61,1,117.36,0,0.00
227,7.566591,227,174.65,375.70,67,1,118.02,0,0.00
228,7.599924,228,175.76,377.07,80,1,119.78,0,0.00
229,7.633257,229,176.47,377.22,60,1,120.50,0,0.00
230,7.666590,230,176.75,377.00,33,1,120.86,0,0.00
231,7.699923,231,176.64,376.26,37,1,121.62,0,0.00
232,7.733256,232,176.22,375.69,28,1,122.32,0,0.00
233,7.766589,233,176.00,375.43,41,1,122.66,0,0.00
234,7.799922,234,175.69,374.97,36,1,123.22,0,0.00
235,7.833255,235,175.89,374.74,46,1,123.52,0,0.00
236,7.866588,236,176.44,374.81,44,1,124.08,0,0.00
237,7.899921,237,177.19,375.19,54,1,124.91,0,0.00
238,7.933254,238,177.90,375.88,59,1,125.90,0,0.00
239,7.966587,239,177.89,376.30,32,1,126.33,0,0.00
240,7.999920,240,176.87,376.59,31,1,127.39,0,0.00
241,8.033253,241,178.15,377.54,58,1,128.98,0,0.00
242,8.066586,242,178.15,377.54,56,1,128.98,0,0.00
243,8.099919,243,178.21,377.91,56,1,129.36,0,0.00
244,8.133252,244,177.77,378.12,36,1,129.84,0,0.00
245,8.166585,245,177.12,377.98,40,1,130.51,0,0.00
246,8.199918,246,176.50,377.64,43,1,131.21,0,0.00
247,8.233251,247,176.11,377.23,42,1,131.78,0,0.00
248,8.266584,248,176.28,378.19,49,1,132.76,0,0.00
249,8.299917,249,176.59,378.71,41,1,133.36,0,0.00
250,8.333250,250,176.86,378.88,37,1,133.68,0,0.00
251,8.366583,251,176.75,379.09,26,1,133.92,0,0.00
252,8.399916,252,176.43,378.88,21,1,134.31,0,0.00
253,8.433249,253,175.90,378.27,35,1,135.11,0,0.00
254,8.466582,254,175.45,377.39,41,1,136.10,0,0.00
255,8.499915,255,175.50,377.02,34,1,136.47,0,0.00
256,8.533248,256,175.85,378.18,56,1,137.68,0,0.00
257,8.566581,257,176.05,379.11,48,1,138.64,0,0.00
258,8.599914,258,176.39,379.32,44,1,139.04,0,0.00
259,8.633247,259,176.53,379.73,38,1,139.47,0,0.00
260,8.666580,260,176.36,379.55,16,1,139.71,0,0.00
261,8.699913,261,176.23,378.70,37,1,140.58,0,0.00
262,8.733246,262,176.16,378.05,38,1,141.23,0,0.00
263,8.766579,263,175.92,378.53,45,1,141.76,0,0.00
264,8.799912,264,175.80,379.92,63,1,143.16,0,0.00
265,8.833245,265,176.08,380.31,45,1,143.64,0,0.00
266,8.866578,266,176.47,380.53,53,1,144.08,0,0.00
267,8.899911,267,176.52,380.74,35,1,144.30,0,0.00
268,8.933244,268,176.45,381.00,33,1,144.57,0,0.00
269,8.966577,269,176.45,381.00,42,1,144.57,0,0.00
270,8.999910,270,175.75,381.36,48,1,145.36,0,0.00
271,9.033243,271,175.03,382.14,63,1,146.42,0,0.00
272,9.066576,272,175.03,382.14,49,1,146.42,0,0.00
273,9.099909,273,175.55,382.44,60,1,147.03,0,0.00
274,9.133242,274,175.55,382.44,39,1,147.03,0,0.00
275,9.166575,275,175.20,381.31,64,1,148.21,0,0.00
276,9.199908,276,175.13,380.89,34,1,148.64,0,0.00
277,9.233241,277,174.65,380.82,55,1,149.13,0,0.00
278,9.266574,278,173.69,380.79,61,1,150.09,0,0.00
279,9.299907,279,174.31,380.82,58,1,150.72,0,0.00
280,9.333240,280,174.62,380.59,40,1,151.10,0,0.00
281,9.366573,281,174.52,380.33,24,1,151.38,0,0.00
282,9.399906,282,174.63,379.99,30,1,151.74,0,0.00
283,9.433239,283,174.63,379.99,22,1,151.74,0,0.00
284,9.466572,284,174.26,380.01,31,1,152.11,0,0.00
285,9.499905,285,173.89,380.05,38,1,152.48,0,0.00
286,9.533238,286,174.09,380.23,27,1,152.75,0,0.00
287,9.566571,287,173.75,380.30,19,1,153.10,0,0.00
288,9.599904,288,173.75,380.30,15,1,153.10,0,0.00
289,9.633237,289,173.75,380.30,22,1,153.10,0,0.00
290,9.666570,290,173.47,380.41,15,1,153.40,0,0.00
291,9.699903,291,173.56,380.64,18,1,153.65,0,0.00
292,9.733236,292,173.56,380.64,13,1,153.65,0,0.00
293,9.766569,293,173.75,380.48,10,1,153.89,0,0.00
294,9.799902,294,173.65,380.26,15,1,154.14,0,0.00
295,9.833235,295,173.74,379.96,14,1,154.45,0,0.00
296,9.866568,296,173.74,379.96,8,1,154.45,0,0.00
297,9.899901,297,173.74,379.96,6,1,154.45,0,0.00
298,9.933234,298,173.96,380.01,5,1,154.68,0,0.00
299,9.966567,299,173.84,380.18,11,1,154.89,0,0.00
300,9.999900,300,173.84,380.18,9,1,154.89,0,0.00
301,10.033233,301,173.70,380.45,8,1,155.19,0,0.00
302,10.066566,302,173.70,380.45,7,1,155.19,0,0.00
303,10.099899,303,174.12,380.36,18,1,155.63,0,0.00
304,10.133232,304,175.04,379.94,37,1,156.63,0,0.00
305,10.166565,305,176.08,379.52,39,1,157.75,0,0.00
306,10.199898,306,177.03,379.05,40,1,158.81,0,0.00
307,10.233231,307,177.73,378.67,40,1,159.62,0,0.00
308,10.266564,308,178.29,378.43,31,1,160.22,0,0.00
309,10.299897,309,179.31,378.39,35,1,161.24,0,0.00
310,10.333230,310,180.00,378.77,46,1,162.02,0,0.00
311,10.366563,311,180.06,379.04,32,1,162.31,0,0.00
312,10.399896,312,180.05,379.35,31,1,162.61,0,0.00
313,10.433229,313,180.48,379.99,52,1,163.39,0,0.00
314,10.466562,314,180.78,380.41,45,1,163.91,0,0.00
315,10.499895,315,180.72,381.02,45,1,164.51,0,0.00
316,10.533228,316,180.74,381.71,54,1,165.20,0,0.00
317,10.566561,317,181.25,382.37,51,1,166.04,0,0.00
318,10.599894,318,181.60,382.95,45,1,166.72,0,0.00
319,10.633227,319,181.57,383.31,29,1,167.08,0,0.00
320,10.666560,320,181.40,384.02,51,1,167.81,0,0.00
321,10.699893,321,181.38,384.77,82,1,168.55,0,0.00
322,10.733226,322,181.31,385.37,64,1,169.16,0,0.00
323,10.766559,323,180.66,385.59,50,1,169.85,0,0.00
324,10.799892,324,180.01,385.82,66,1,170.54,0,0.00
325,10.833225,325,179.92,386.13,53,1,170.86,0,0.00
326,10.866558,326,179.74,386.29,38,1,171.11,0,0.00
327,10.899891,327,179.39,386.04,52,1,171.54,0,0.00
328,10.933224,328,179.25,385.75,57,1,171.86,0,0.00
329,10.966557,329,179.10,385.49,51,1,172.16,0,0.00
330,10.999890,330,179.10,385.49,48,1,172.16,0,0.00
331,11.033223,331,178.34,385.58,58,1,172.93,0,0.00
332,11.066556,332,177.84,385.32,64,1,173.49,0,0.00
333,11.099889,333,177.84,385.32,43,1,173.49,0,0.00
334,11.133222,334,177.75,385.00,34,1,173.82,0,0.00
335,11.166555,335,177.96,384.74,36,1,174.16,0,0.00
336,11.199888,336,178.06,384.44,44,1,174.48,0,0.00
337,11.233221,337,178.40,384.10,48,1,174.96,0,0.00
338,11.266554,338,178.91,383.68,51,1,175.62,0,0.00
339,11.299887,339,179.57,383.24,66,1,176.41,0,0.00
340,11.333220,340,180.16,383.07,72,1,177.02,0,0.00
341,11.366553,341,180.74,382.28,62,1,178.01,0,0.00
342,11.399886,342,181.36,381.54,53,1,178.97,0,0.00
343,11.433219,343,181.96,380.73,50,1,179.98,0,0.00
344,11.466552,344,182.15,380.07,49,1,180.67,0,0.00
345,11.499885,345,182.46,379.08,63,1,181.70,0,0.00
346,11.533218,346,183.04,377.71,85,1,183.19,0,0.00
347,11.566551,347,183.35,376.84,82,1,184.12,0,0.00
348,11.599884,348,183.08,376.43,95,1,184.61,0,0.00
349,11.633217,349,182.77,376.02,112,1,185.13,0,0.00
350,11.666550,350,182.17,376.27,101,1,185.78,0,0.00
351,11.699883,351,181.33,376.80,80,1,186.77,0,0.00
352,11.733216,352,180.28,377.83,73,1,188.24,0,0.00
353,11.766549,353,179.63,377.49,53,1,188.98,0,0.00
354,11.799882,354,179.30,377.75,39,1,189.39,0,0.00
355,11.833215,355,179.27,378.47,31,1,190.11,0,0.00
356,11.866548,356,179.19,378.97,30,1,190.62,0,0.00
357,11.899881,357,178.73,379.12,27,1,191.11,0,0.00
358,11.933214,358,178.27,379.11,35,1,191.56,0,0.00
359,11.966547,359,177.91,378.74,33,1,192.08,0,0.00
360,11.999880,360,177.65,378.53,40,1,192.41,0,0.00
361,12.033213,361,177.44,378.24,40,1,192.77,0,0.00
362,12.066546,362,177.33,378.05,36,1,192.99,0,0.00
363,12.099879,363,176.82,379.11,47,1,194.17,0,0.00
364,12.133212,364,176.44,378.96,29,1,194.58,0,0.00
365,12.166545,365,176.27,378.18,28,1,195.38,0,0.00
366,12.199878,366,176.25,377.17,33,1,196.39,0,0.00
367,12.233211,367,176.25,377.17,22,1,196.39,0,0.00
368,12.266544,368,176.53,377.66,34,1,196.95,0,0.00
369,12.299877,369,176.74,378.04,32,1,197.39,0,0.00
370,12.333210,370,176.44,378.45,32,1,197.91,0,0.00
371,12.366543,371,176.21,378.51,24,1,198.14,0,0.00
372,12.399876,372,175.88,378.51,25,1,198.47,0,0.00
373,12.433209,373,175.57,378.62,31,1,198.80,0,0.00
374,12.466542,374,175.27,378.59,29,1,199.10,0,0.00
375,12.499875,375,175.10,379.30,36,1,199.82,0,0.00
376,12.533208,376,174.98,380.08,31,1,200.61,0,0.00
377,12.566541,377,174.78,380.00,22,1,200.83,0,0.00
378,12.599874,378,174.78,380.00,19,1,200.83,0,0.00
379,12.633207,379,174.63,380.22,40,1,201.09,0,0.00
380,12.666540,380,174.63,380.22,24,1,201.09,0,0.00
381,12.699873,381,174.95,380.47,21,1,201.49,0,0.00
382,12.733206,382,175.07,380.76,21,1,201.80,0,0.00
383,12.766539,383,175.22,380.99,18,1,202.08,0,0.00
384,12.799872,384,175.04,381.26,33,1,202.40,0,0.00
385,12.833205,385,174.73,381.14,38,1,202.74,0,0.00
386,12.866538,386,174.58,381.39,41,1,203.02,0,0.00
387,12.899871,387,174.32,381.24,23,1,203.32,0,0.00
388,12.933204,388,174.40,381.05,14,1,203.52,0,0.00
389,12.966537,389,174.43,380.63,26,1,203.94,0,0.00
390,12.999870,390,174.35,380.07,30,1,204.51,0,0.00
391,13.033203,391,174.22,379.66,23,1,204.94,0,0.00
392,13.066536,392,174.04,379.39,22,1,205.26,0,0.00
393,13.099869,393,174.04,379.39,25,1,205.26,0,0.00
394,13.133202,394,174.28,379.70,22,1,205.65,0,0.00
395,13.166535,395,174.57,379.72,21,1,205.94,0,0.00
396,13.199868,396,174.57,379.72,23,1,205.94,0,0.00
397,13.233201,397,174.78,379.63,26,1,206.18,0,0.00
398,13.266534,398,174.78,379.63,25,1,206.18,0,0.00
399,13.299867,399,174.40,379.76,25,1,206.58,0,0.00
400,13.333200,400,174.04,379.99,30,1,207.01,0,0.00
401,13.366533,401,173.84,380.11,28,1,207.24,0,0.00
402,13.399866,402,174.21,380.54,31,1,207.81,0,0.00
403,13.433199,403,174.50,380.76,23,1,208.17,0,0.00
404,13.466532,404,174.50,380.76,12,1,208.17,0,0.00
405,13.499865,405,174.44,380.09,30,1,208.84,0,0.00
406,13.533198,406,174.20,379.60,20,1,209.38,0,0.00
407,13.566531,407,174.04,379.38,14,1,209.66,0,0.00
408,13.599864,408,174.04,379.38,9,1,209.66,0,0.00
409,13.633197,409,174.27,379.71,16,1,210.07,0,0.00
410,13.666530,410,174.54,379.99,24,1,210.45,0,0.00
411,13.699863,411,174.74,379.80,25,1,210.73,0,0.00
412,13.733196,412,174.74,379.80,16,1,210.73,0,0.00
413,13.766529,413,174.48,379.61,22,1,211.05,0,0.00
414,13.799862,414,174.36,379.43,14,1,211.26,0,0.00
415,13.833195,415,174.58,379.78,18,1,211.68,0,0.00
416,13.866528,416,174.81,379.95,14,1,211.96,0,0.00
417,13.899861,417,175.00,380.22,18,1,212.30,0,0.00
418,13.933194,418,175.00,380.22,16,1,212.30,0,0.00
419,13.966527,419,174.95,379.96,15,1,212.56,0,0.00
420,13.999860,420,174.80,379.78,23,1,212.80,0,0.00
421,14.033193,421,174.59,379.73,23,1,213.02,0,0.00
422,14.066526,422,174.51,379.96,23,1,213.26,0,0.00
423,14.099859,423,174.77,380.25,28,1,213.66,0,0.00
424,14.133192,424,175.24,380.44,27,1,214.17,0,0.00
425,14.166525,425,175.71,380.78,28,1,214.75,0,0.00
426,14.199858,426,175.20,379.98,40,1,215.70,0,0.00
427,14.233191,427,174.55,379.55,36,1,216.48,0,0.00
428,14.266524,428,174.12,379.07,38,1,217.13,0,0.00
429,14.299857,429,174.30,379.53,22,1,217.62,0,0.00
430,14.333190,430,174.72,380.37,27,1,218.57,0,0.00
431,14.366523,431,175.05,381.09,35,1,219.36,0,0.00
432,14.399856,432,174.84,380.56,20,1,219.94,0,0.00
433,14.433189,433,174.35,379.61,43,1,221.00,0,0.00
434,14.466522,434,174.21,379.75,31,1,221.20,0,0.00
435,14.499855,435,174.28,379.06,46,1,221.90,0,0.00
436,14.533188,436,174.37,378.75,29,1,222.21,0,0.00
437,14.566521,437,174.58,379.05,20,1,222.59,0,0.00
438,14.599854,438,174.84,379.74,31,1,223.32,0,0.00
439,14.633187,439,175.25,380.59,45,1,224.26,0,0.00
440,14.666520,440,175.25,380.59,21,1,224.26,0,0.00
441,14.699853,441,174.79,380.04,26,1,224.99,0,0.00
442,14.733186,442,174.55,379.69,15,1,225.41,0,0.00
443,14.766519,443,173.99,379.03,34,1,226.28,0,0.00
444,14.799852,444,173.99,379.03,15,1,226.28,0,0.00
445,14.833185,445,174.21,379.28,19,1,226.62,0,0.00
446,14.866518,446,174.54,379.84,21,1,227.27,0,0.00
447,14.899851,447,174.54,379.84,17,1,227.27,0,0.00
448,14.933184,448,174.90,380.10,20,1,227.71,0,0.00
449,14.966517,449,175.33,380.57,25,1,228.35,0,0.00
